project_id,sector,implementing_agency,sanctioned_cost_cr,sanctioned_duration_months,start_date,elapsed_time_pct,fund_utilization_pct,physical_progress_pct,cost_overrun_pct,delay_months,risk_label
PRJ0248,Roads & Highways,Indian Railways,114.22,12,2021-01-03,0.748,0.468,0.385,0.199,4.0,Medium
PRJ0249,Irrigation,Indian Railways,83.9,12,2023-02-24,0.566,0.448,0.337,0.274,5.0,High
PRJ0250,Urban Infrastructure,Indian Railways,212.57,18,2022-12-17,1.322,1.008,1.025,0.204,2.5,Medium
PRJ0251,Roads & Highways,NHAI,59.55,36,2020-10-06,1.013,0.657,0.665,0.18,7.5,Medium
PRJ0252,Railways,Municipal Corporation,66.84,36,2019-05-10,1.051,0.732,0.696,0.306,15.5,High
PRJ0253,Urban Infrastructure,State PWD,70.03,24,2019-10-13,1.27,1.181,1.125,0.172,3.5,Medium
PRJ0254,Roads & Highways,NHAI,10.05,24,2019-03-26,0.604,0.533,0.385,0.178,4.2,Medium
PRJ0255,Irrigation,Municipal Corporation,40.44,18,2023-02-25,0.645,0.59,0.597,0.141,4.0,Medium
PRJ0256,Urban Infrastructure,NTPC,46.94,12,2022-05-21,0.843,0.637,0.587,0.2,2.1,Medium
PRJ0257,Irrigation,State PWD,60.19,18,2019-07-09,1.16,0.995,0.713,0.294,9.1,High
PRJ0258,Urban Infrastructure,NHAI,47.59,24,2019-07-19,0.998,0.906,0.635,0.186,9.1,Medium
PRJ0259,Irrigation,State PWD,324.98,24,2023-04-15,1.104,0.948,0.928,0.238,7.1,Medium
PRJ0260,Urban Infrastructure,Indian Railways,45.57,36,2023-10-21,0.357,0.312,0.27,0.091,5.3,Low
PRJ0261,Power,NTPC,164.4,36,2021-09-05,0.41,0.359,0.281,0.241,7.7,Medium
PRJ0262,Power,NHAI,59.77,36,2020-08-17,1.297,0.916,0.874,0.338,15.1,High
PRJ0263,Urban Infrastructure,NHAI,88.44,12,2019-01-31,1.147,1.059,0.786,0.209,5.8,High
PRJ0264,Railways,Municipal Corporation,24.13,36,2021-10-24,0.925,0.8,0.714,0.255,11.8,Medium
PRJ0265,Power,NHAI,9.9,18,2019-10-02,1.289,1.14,1.172,0.221,2.7,Medium
PRJ0266,Urban Infrastructure,Municipal Corporation,771.33,12,2023-09-21,1.337,1.222,1.2,0.311,2.2,Medium
PRJ0267,Urban Infrastructure,CPWD,13.65,18,2019-09-11,0.985,0.899,0.811,0.115,4.3,Medium
PRJ0268,Urban Infrastructure,Municipal Corporation,36.36,36,2022-12-28,1.342,0.986,0.941,0.172,14.2,Medium
PRJ0269,Railways,Indian Railways,21.79,12,2023-09-21,0.883,0.615,0.538,0.375,4.0,High
PRJ0270,Railways,CPWD,69.9,24,2021-02-18,0.348,0.232,0.199,0.254,6.5,Medium
PRJ0271,Urban Infrastructure,Municipal Corporation,9.41,24,2021-12-04,0.38,0.323,0.337,0.136,3.3,Medium
PRJ0272,Power,State PWD,28.81,60,2023-09-25,0.874,0.866,0.835,0.161,6.3,Medium
PRJ0273,Urban Infrastructure,CPWD,252.58,18,2021-10-14,1.149,0.919,0.647,0.335,6.6,High
PRJ0274,Urban Infrastructure,Indian Railways,106.16,24,2022-12-25,0.579,0.404,0.34,0.356,4.1,Medium
PRJ0275,Roads & Highways,NTPC,260.23,60,2023-09-08,0.935,0.694,0.678,0.166,16.3,Medium
PRJ0276,Power,Indian Railways,9.61,36,2020-03-08,0.511,0.494,0.363,0.112,8.1,Medium
PRJ0277,Roads & Highways,State PWD,34.89,60,2021-11-12,0.78,0.649,0.572,0.173,12.2,Medium
PRJ0278,Urban Infrastructure,Indian Railways,156.6,48,2021-01-25,1.158,0.916,0.8,0.241,15.1,Medium
PRJ0279,Roads & Highways,NTPC,34.02,36,2020-10-17,0.625,0.595,0.512,0.119,4.3,Low
PRJ0280,Urban Infrastructure,NTPC,207.41,24,2021-04-13,0.35,0.251,0.257,0.212,0.2,Low
PRJ0281,Roads & Highways,NHAI,26.71,24,2022-07-25,0.521,0.355,0.25,0.16,8.0,Medium
PRJ0282,Urban Infrastructure,Municipal Corporation,45.66,18,2022-08-10,1.005,0.77,0.744,0.217,5.4,Medium
PRJ0283,Irrigation,NHAI,21.34,12,2020-08-29,1.399,1.067,0.829,0.261,7.2,High
PRJ0284,Roads & Highways,NTPC,306.69,24,2022-09-18,0.323,0.228,0.201,0.21,1.6,Medium
PRJ0285,Roads & Highways,NHAI,9.51,36,2022-09-28,0.413,0.333,0.292,0.152,6.4,Medium
PRJ0286,Railways,NTPC,44.63,48,2019-08-08,0.438,0.411,0.338,0.196,9.2,Medium
PRJ0287,Urban Infrastructure,Municipal Corporation,122.87,24,2021-09-15,0.643,0.51,0.447,0.231,6.6,Medium
PRJ0288,Roads & Highways,NTPC,42.85,36,2019-08-12,1.177,0.996,0.992,0.142,6.0,Medium
PRJ0289,Irrigation,NTPC,76.48,24,2021-02-12,0.64,0.507,0.376,0.333,8.0,High
PRJ0290,Urban Infrastructure,Municipal Corporation,70.31,18,2023-04-18,1.04,0.955,0.753,0.242,8.3,High
PRJ0291,Power,NTPC,58.95,18,2020-07-06,0.688,0.584,0.477,0.183,4.0,Medium
PRJ0292,Power,NHAI,295.04,18,2021-02-17,1.054,0.773,0.556,0.361,8.8,High
PRJ0293,Irrigation,Municipal Corporation,186.63,18,2021-01-23,1.126,0.721,0.575,0.407,9.2,High
PRJ0294,Roads & Highways,Indian Railways,8.71,24,2023-10-25,0.413,0.339,0.353,0.03,2.9,Low
PRJ0295,Urban Infrastructure,NHAI,60.7,12,2021-12-25,0.868,0.778,0.717,0.078,5.1,Medium
PRJ0296,Railways,NTPC,93.52,24,2019-11-06,1.318,0.827,0.703,0.332,17.6,High
PRJ0297,Power,Indian Railways,202.13,36,2020-07-17,0.598,0.502,0.504,0.265,7.3,Medium
PRJ0298,Power,CPWD,79.41,36,2020-11-03,0.356,0.303,0.253,0.195,7.8,Medium
PRJ0299,Power,NHAI,120.86,36,2022-08-23,0.536,0.464,0.406,0.162,6.3,Medium
PRJ0300,Urban Infrastructure,NTPC,198.06,12,2022-12-23,1.247,1.156,1.017,0.21,0.8,Medium
PRJ0301,Roads & Highways,Indian Railways,19.04,36,2023-01-13,0.355,0.342,0.243,0.144,3.8,Medium
PRJ0302,Railways,NHAI,6.92,36,2019-05-27,1.347,1.26,1.2,0.148,9.1,Medium
PRJ0303,Railways,CPWD,142.03,24,2019-05-04,0.708,0.686,0.62,0.275,2.1,Medium
PRJ0304,Urban Infrastructure,NHAI,74.69,48,2022-04-14,1.166,0.912,0.839,0.238,14.4,Medium
PRJ0305,Railways,Municipal Corporation,15.35,36,2021-01-24,0.85,0.777,0.707,0.225,9.3,Medium
PRJ0306,Irrigation,NTPC,12.87,24,2023-07-27,0.416,0.377,0.318,0.124,5.8,Medium
PRJ0307,Irrigation,State PWD,130.24,48,2022-05-18,0.421,0.302,0.244,0.247,12.3,Medium
PRJ0308,Roads & Highways,State PWD,8.8,36,2019-05-18,1.26,1.173,0.91,0.197,13.0,Medium
PRJ0309,Railways,NHAI,118.91,48,2019-07-04,0.732,0.601,0.527,0.256,14.5,Medium
PRJ0310,Railways,NHAI,38.67,18,2021-04-11,0.756,0.458,0.368,0.169,6.3,Medium
PRJ0311,Urban Infrastructure,State PWD,159.72,24,2019-10-18,0.392,0.238,0.181,0.231,5.3,Medium
PRJ0312,Railways,Municipal Corporation,87.14,24,2019-08-02,0.533,0.386,0.293,0.217,6.3,Medium
PRJ0313,Urban Infrastructure,NTPC,5.47,24,2021-08-31,1.066,0.939,0.714,0.26,4.5,Medium
PRJ0314,Roads & Highways,Indian Railways,54.8,12,2023-08-29,1.066,0.851,0.874,0.157,2.5,Medium
PRJ0315,Roads & Highways,State PWD,140.37,18,2021-07-03,0.761,0.462,0.452,0.174,5.4,Medium
PRJ0316,Irrigation,State PWD,23.54,18,2022-07-10,1.27,1.133,1.07,0.203,7.3,High
PRJ0317,Roads & Highways,NTPC,35.64,24,2021-07-08,1.203,0.916,0.797,0.155,9.1,Medium
PRJ0318,Roads & Highways,Indian Railways,43.89,60,2020-01-02,0.374,0.355,0.297,0.133,7.1,Medium
PRJ0319,Urban Infrastructure,Municipal Corporation,28.01,24,2022-12-17,0.777,0.776,0.695,0.137,1.6,Low
PRJ0320,Power,CPWD,25.6,24,2020-10-27,0.35,0.259,0.265,0.232,3.5,Medium
PRJ0321,Roads & Highways,NHAI,73.36,12,2022-10-11,0.942,0.86,0.828,0.199,1.9,Medium
PRJ0322,Roads & Highways,NTPC,257.63,36,2022-01-21,1.116,0.746,0.573,0.282,18.4,High
PRJ0323,Roads & Highways,NTPC,274.77,48,2021-09-01,1.134,0.82,0.693,0.227,18.4,High
PRJ0324,Power,NHAI,285.99,18,2020-01-22,0.767,0.739,0.648,0.192,5.9,Medium
PRJ0325,Railways,Indian Railways,49.91,24,2021-08-17,1.0,0.9,0.701,0.292,10.7,High
PRJ0326,Irrigation,Indian Railways,61.92,18,2022-03-24,1.206,0.754,0.733,0.283,10.8,High
PRJ0327,Urban Infrastructure,Indian Railways,19.21,24,2019-02-26,0.586,0.359,0.362,0.231,6.5,Medium
PRJ0328,Railways,CPWD,9.76,24,2019-12-28,0.866,0.774,0.66,0.2,7.4,Medium
PRJ0329,Power,NHAI,25.08,12,2023-12-04,0.659,0.593,0.582,0.181,0.5,Low
PRJ0330,Urban Infrastructure,NTPC,41.74,24,2022-11-11,0.923,0.669,0.622,0.215,9.5,High
PRJ0331,Urban Infrastructure,NTPC,7.95,24,2019-05-05,1.002,0.895,0.838,0.066,5.2,Medium
PRJ0332,Power,NTPC,16.79,60,2020-09-07,0.88,0.603,0.632,0.247,19.6,Medium
PRJ0333,Roads & Highways,CPWD,50.77,36,2022-05-04,0.71,0.694,0.526,0.104,10.3,Medium
PRJ0334,Roads & Highways,NHAI,54.82,12,2021-09-25,1.123,1.037,0.876,0.086,6.4,High
PRJ0335,Railways,Municipal Corporation,44.83,24,2022-05-19,1.301,1.113,1.151,0.163,6.2,Medium
PRJ0336,Roads & Highways,CPWD,158.53,36,2019-05-22,1.115,0.711,0.646,0.21,15.8,High
PRJ0337,Railways,CPWD,68.53,18,2022-05-28,0.956,0.766,0.798,0.27,3.0,Medium
PRJ0338,Roads & Highways,NTPC,281.81,18,2020-01-25,1.06,0.892,0.818,0.179,3.2,Medium
PRJ0339,Irrigation,Municipal Corporation,79.63,60,2019-06-03,0.724,0.455,0.352,0.284,24.3,High
PRJ0340,Railways,Municipal Corporation,9.94,24,2021-08-11,1.384,0.922,0.682,0.384,14.7,High
PRJ0341,Irrigation,CPWD,11.51,18,2023-10-22,0.487,0.467,0.454,0.106,1.8,Low
PRJ0342,Power,Municipal Corporation,40.19,36,2019-10-08,0.826,0.754,0.608,0.219,9.9,Medium
PRJ0343,Roads & Highways,Indian Railways,14.81,36,2021-10-30,1.034,0.942,0.943,-0.011,5.2,Low
PRJ0344,Irrigation,NHAI,6.55,36,2023-08-20,0.317,0.257,0.222,0.222,9.7,Medium
PRJ0345,Power,Municipal Corporation,155.49,24,2020-08-13,0.799,0.723,0.538,0.228,7.9,Medium
PRJ0346,Roads & Highways,Municipal Corporation,13.73,24,2022-03-06,0.553,0.454,0.377,0.082,5.3,Medium
PRJ0347,Urban Infrastructure,State PWD,20.1,18,2023-01-26,0.614,0.596,0.62,0.068,0.0,Low
PRJ0348,Power,Indian Railways,69.59,24,2019-06-06,0.912,0.856,0.838,0.209,2.5,Medium
PRJ0349,Roads & Highways,CPWD,834.91,24,2022-09-15,0.986,0.828,0.595,0.441,6.9,High
PRJ0350,Urban Infrastructure,NHAI,27.97,24,2019-12-26,0.623,0.433,0.447,0.157,5.9,Medium
PRJ0351,Power,Indian Railways,87.58,12,2022-10-22,1.073,0.908,0.877,0.285,6.0,High
PRJ0352,Irrigation,Indian Railways,62.27,24,2023-01-29,0.488,0.299,0.23,0.244,4.4,Medium
PRJ0353,Urban Infrastructure,NHAI,295.24,12,2022-02-01,0.606,0.571,0.585,0.156,0.0,Low
PRJ0354,Urban Infrastructure,NHAI,117.06,36,2023-07-05,0.508,0.492,0.464,0.072,4.5,Low
PRJ0355,Power,NTPC,447.49,18,2021-09-28,1.242,1.16,1.189,0.296,0.5,Medium
PRJ0356,Irrigation,NTPC,17.06,24,2022-10-27,0.558,0.412,0.293,0.234,8.2,Medium
PRJ0357,Power,Municipal Corporation,354.05,18,2020-06-16,0.982,0.824,0.723,0.339,6.6,High
PRJ0358,Urban Infrastructure,Indian Railways,41.69,24,2022-05-05,0.897,0.663,0.565,0.158,9.4,Medium
PRJ0359,Power,Municipal Corporation,22.15,48,2023-08-11,0.504,0.378,0.387,0.121,10.0,Medium
PRJ0360,Irrigation,NHAI,15.45,60,2019-12-07,0.306,0.191,0.194,0.125,13.4,Medium
PRJ0361,Power,NTPC,26.74,60,2022-11-12,0.809,0.765,0.602,0.19,17.3,Medium
PRJ0362,Railways,Municipal Corporation,88.91,36,2020-06-15,0.629,0.404,0.345,0.276,12.8,High
PRJ0363,Irrigation,NHAI,70.05,18,2021-05-24,0.429,0.374,0.386,0.197,3.2,Medium
PRJ0364,Roads & Highways,State PWD,26.88,24,2020-12-03,0.691,0.427,0.331,0.177,7.9,Medium
PRJ0365,Irrigation,Municipal Corporation,58.76,36,2021-01-09,0.917,0.896,0.653,0.292,12.8,High
PRJ0366,Railways,State PWD,24.85,12,2020-10-12,0.401,0.335,0.261,0.23,3.3,Medium
PRJ0367,Urban Infrastructure,NTPC,86.98,12,2019-11-07,0.925,0.664,0.683,0.282,0.3,Medium
PRJ0368,Urban Infrastructure,NHAI,21.19,36,2021-04-04,0.549,0.464,0.366,0.057,9.3,Medium
PRJ0369,Irrigation,NHAI,31.91,12,2021-09-30,0.472,0.44,0.364,0.214,2.6,Medium
PRJ0370,Irrigation,CPWD,136.87,36,2022-11-07,0.603,0.411,0.29,0.239,13.4,High
PRJ0371,Roads & Highways,Indian Railways,53.01,24,2019-10-18,1.022,1.01,0.906,0.094,3.1,Low
PRJ0372,Urban Infrastructure,NTPC,65.86,36,2019-03-21,1.063,0.913,0.713,0.221,12.8,Medium
PRJ0373,Urban Infrastructure,State PWD,148.97,60,2021-03-10,1.125,0.914,0.812,0.201,17.9,Medium
PRJ0374,Urban Infrastructure,NTPC,25.05,12,2023-06-22,0.472,0.325,0.286,0.124,3.0,Medium
PRJ0375,Power,NHAI,145.98,12,2021-04-16,0.718,0.521,0.417,0.229,3.7,Medium
PRJ0376,Railways,State PWD,28.22,36,2020-12-17,0.788,0.755,0.702,0.187,6.6,Medium
PRJ0377,Irrigation,CPWD,112.18,24,2021-07-14,0.639,0.53,0.431,0.211,6.5,Medium
PRJ0378,Roads & Highways,NTPC,86.62,18,2022-04-22,1.186,1.161,0.975,0.115,5.3,Medium
PRJ0379,Power,Indian Railways,59.19,36,2022-05-23,0.432,0.422,0.322,0.173,5.0,Medium
PRJ0380,Urban Infrastructure,CPWD,102.48,36,2019-08-23,0.922,0.716,0.701,0.223,10.5,Medium
PRJ0381,Roads & Highways,NHAI,173.05,18,2020-02-25,0.326,0.305,0.317,0.2,0.6,Low
PRJ0382,Railways,Municipal Corporation,31.25,12,2023-07-27,0.535,0.411,0.289,0.269,4.9,High
PRJ0383,Roads & Highways,Municipal Corporation,16.3,36,2020-10-17,0.923,0.556,0.401,0.173,20.7,High
PRJ0384,Urban Infrastructure,Municipal Corporation,228.23,24,2019-10-22,0.544,0.395,0.313,0.131,7.4,Medium
PRJ0385,Railways,State PWD,81.41,36,2021-05-21,1.063,0.873,0.677,0.319,14.6,High
PRJ0386,Urban Infrastructure,State PWD,19.04,12,2020-04-27,0.697,0.532,0.499,0.232,1.5,Medium
PRJ0387,Irrigation,NTPC,12.82,48,2023-06-01,0.627,0.434,0.366,0.267,16.5,High
PRJ0388,Roads & Highways,Municipal Corporation,15.48,36,2023-01-23,0.737,0.488,0.468,0.22,8.0,Medium
PRJ0389,Irrigation,Municipal Corporation,145.8,48,2020-06-04,0.814,0.69,0.583,0.339,11.5,Medium
PRJ0390,Roads & Highways,CPWD,23.04,12,2021-02-12,0.607,0.395,0.291,0.191,7.4,High
PRJ0391,Urban Infrastructure,NHAI,19.15,36,2020-03-31,1.252,0.803,0.597,0.234,20.7,High
PRJ0392,Railways,NTPC,146.09,24,2021-12-21,1.051,0.872,0.742,0.332,7.8,High
PRJ0393,Irrigation,Indian Railways,17.2,36,2022-09-06,0.541,0.337,0.252,0.274,14.0,High
PRJ0394,Power,NTPC,78.1,36,2020-09-06,0.826,0.803,0.655,0.193,8.7,Medium
PRJ0395,Roads & Highways,Indian Railways,50.99,36,2022-04-26,1.097,0.874,0.806,0.224,9.8,Medium
PRJ0396,Urban Infrastructure,State PWD,217.78,24,2021-10-12,0.85,0.534,0.39,0.175,12.1,High
PRJ0397,Railways,Municipal Corporation,63.21,60,2022-08-01,1.163,1.161,1.058,0.212,13.9,Medium
PRJ0398,Urban Infrastructure,Indian Railways,31.6,24,2020-04-01,1.132,0.716,0.733,0.166,8.8,Medium
PRJ0399,Urban Infrastructure,NHAI,113.52,18,2019-08-31,0.404,0.377,0.385,0.225,0.4,Medium
PRJ0400,Urban Infrastructure,NTPC,74.88,18,2023-05-24,0.315,0.23,0.205,0.209,3.2,Medium
PRJ0401,Railways,State PWD,33.78,12,2019-05-26,1.213,1.201,1.011,0.117,3.3,Medium
PRJ0402,Railways,State PWD,159.98,18,2020-12-25,1.04,0.908,0.735,0.305,5.2,Medium
PRJ0403,Power,State PWD,366.96,36,2022-09-18,1.26,1.008,0.963,0.333,10.6,High
PRJ0404,Urban Infrastructure,NHAI,89.52,18,2021-03-08,0.979,0.92,0.707,0.183,3.7,Medium
PRJ0405,Power,State PWD,21.36,12,2019-07-09,0.944,0.772,0.604,0.244,6.2,High
PRJ0406,Railways,NTPC,92.08,18,2020-12-19,0.958,0.825,0.622,0.284,7.7,High
PRJ0407,Urban Infrastructure,CPWD,165.96,18,2023-08-22,0.883,0.788,0.807,0.19,3.3,Medium
PRJ0408,Railways,NTPC,67.03,24,2021-09-17,1.169,0.85,0.768,0.347,9.9,High
PRJ0409,Irrigation,NTPC,54.53,12,2019-07-25,1.335,1.267,1.088,0.197,6.0,High
PRJ0410,Urban Infrastructure,Indian Railways,278.57,12,2023-01-04,1.335,1.147,1.186,0.189,0.5,Low
PRJ0411,Irrigation,Indian Railways,8.58,12,2020-12-06,0.479,0.428,0.331,0.148,2.9,Medium
PRJ0412,Railways,NHAI,25.81,12,2019-07-29,0.58,0.416,0.369,0.282,6.1,High
PRJ0413,Roads & Highways,Indian Railways,175.6,24,2022-01-10,0.876,0.637,0.551,0.205,5.4,Medium
PRJ0414,Power,Indian Railways,55.32,36,2023-01-31,1.162,0.826,0.85,0.261,9.0,Medium
PRJ0415,Irrigation,CPWD,42.75,48,2023-09-07,0.324,0.322,0.235,0.293,7.9,Medium
PRJ0416,Irrigation,Indian Railways,138.2,36,2020-11-16,0.36,0.302,0.307,0.136,4.8,Medium
PRJ0417,Roads & Highways,Municipal Corporation,78.13,24,2022-12-10,0.91,0.847,0.78,0.189,4.5,Medium
PRJ0418,Power,CPWD,240.05,18,2021-01-17,0.316,0.25,0.177,0.254,4.5,Medium
PRJ0419,Irrigation,Indian Railways,130.36,24,2020-11-03,0.988,0.598,0.448,0.296,11.8,High
PRJ0420,Power,CPWD,133.61,24,2023-03-19,1.348,1.285,1.021,0.253,6.7,Medium
PRJ0421,Power,State PWD,57.58,24,2023-11-26,0.522,0.367,0.272,0.203,3.4,Medium
PRJ0422,Railways,NTPC,241.45,24,2021-03-28,0.797,0.777,0.811,0.261,4.1,Medium
PRJ0423,Roads & Highways,Municipal Corporation,77.56,12,2020-11-18,0.91,0.574,0.403,0.229,7.3,High
PRJ0424,Power,NHAI,250.88,24,2019-02-13,0.669,0.449,0.33,0.291,9.8,High
PRJ0425,Irrigation,State PWD,13.63,24,2019-07-22,0.665,0.607,0.518,0.225,7.7,Medium
PRJ0426,Power,NTPC,220.84,18,2022-05-22,1.358,1.211,1.056,0.338,7.4,High
PRJ0427,Power,Indian Railways,28.07,36,2020-10-31,0.874,0.548,0.419,0.311,16.1,High
PRJ0428,Irrigation,CPWD,536.7,24,2023-11-29,0.449,0.39,0.327,0.269,3.3,Medium
PRJ0429,Power,NTPC,7.28,24,2021-11-02,0.478,0.377,0.337,0.134,3.1,Medium
PRJ0430,Power,NTPC,79.25,24,2022-11-05,0.92,0.648,0.612,0.312,8.9,High
PRJ0431,Railways,State PWD,16.07,18,2021-01-24,0.959,0.773,0.619,0.267,7.2,High
PRJ0432,Roads & Highways,State PWD,42.49,36,2019-02-13,0.943,0.921,0.701,0.104,8.9,Medium
PRJ0433,Railways,NHAI,20.52,18,2022-03-01,0.603,0.481,0.357,0.229,3.2,Medium
PRJ0434,Irrigation,NTPC,134.29,48,2022-01-05,0.625,0.439,0.358,0.235,15.0,Medium
PRJ0435,Railways,Indian Railways,499.2,24,2019-05-02,1.215,0.815,0.777,0.321,12.6,High
PRJ0436,Railways,Municipal Corporation,155.02,12,2020-10-10,0.965,0.729,0.73,0.214,2.2,Medium
PRJ0437,Roads & Highways,NTPC,383.19,36,2022-12-24,1.275,1.181,0.834,0.291,13.4,High
PRJ0438,Roads & Highways,NTPC,114.65,12,2020-02-20,1.287,0.904,0.703,0.352,6.3,High
PRJ0439,Railways,Municipal Corporation,130.45,18,2021-01-09,0.531,0.526,0.487,0.256,2.6,Medium
PRJ0440,Power,State PWD,84.39,36,2022-05-29,1.362,1.032,0.769,0.375,22.2,High
PRJ0441,Urban Infrastructure,Indian Railways,22.29,12,2020-01-07,0.645,0.551,0.462,0.219,2.6,Medium
PRJ0442,Roads & Highways,Municipal Corporation,42.66,36,2020-08-05,1.142,0.75,0.698,0.19,14.9,High
PRJ0443,Roads & Highways,NHAI,40.7,48,2019-05-29,0.96,0.762,0.679,0.181,12.4,Medium
PRJ0444,Railways,CPWD,144.16,36,2020-08-19,0.851,0.73,0.642,0.243,9.5,Medium
PRJ0445,Power,NTPC,47.38,36,2022-09-15,1.193,1.167,0.945,0.239,12.5,Medium
PRJ0446,Urban Infrastructure,NTPC,142.53,48,2019-10-31,0.359,0.318,0.276,0.132,8.1,Medium
PRJ0447,Roads & Highways,NTPC,66.46,18,2022-07-20,0.862,0.726,0.625,0.214,5.0,Medium
PRJ0448,Urban Infrastructure,CPWD,82.73,24,2021-04-23,1.076,1.043,0.782,0.151,6.7,Medium
PRJ0449,Railways,Indian Railways,16.65,12,2020-09-21,1.249,0.866,0.817,0.231,7.1,High
PRJ0450,Railways,State PWD,79.53,12,2019-01-20,0.899,0.89,0.738,0.168,1.2,Medium
PRJ0451,Railways,Indian Railways,166.32,24,2021-07-02,0.452,0.449,0.354,0.23,5.2,Medium
PRJ0452,Irrigation,Municipal Corporation,29.43,24,2022-11-14,0.515,0.478,0.443,0.124,0.6,Low
PRJ0453,Railways,Indian Railways,68.21,36,2020-07-14,1.23,0.866,0.607,0.377,24.2,High
PRJ0454,Roads & Highways,State PWD,6.43,48,2019-07-09,0.909,0.732,0.585,0.19,16.2,Medium
PRJ0455,Power,CPWD,82.32,18,2022-06-24,0.638,0.445,0.323,0.277,7.7,High
PRJ0456,Railways,NHAI,164.29,36,2023-07-11,0.419,0.29,0.279,0.287,6.4,Medium
PRJ0457,Railways,CPWD,25.5,36,2021-07-05,1.248,1.181,0.831,0.191,16.2,High
PRJ0458,Power,Indian Railways,285.61,60,2022-09-20,0.573,0.468,0.49,0.179,12.3,Medium
PRJ0459,Power,Municipal Corporation,12.51,24,2019-04-21,0.546,0.407,0.348,0.21,6.7,Medium
PRJ0460,Roads & Highways,CPWD,350.99,12,2020-06-19,0.628,0.457,0.346,0.201,3.8,Medium
PRJ0461,Power,NHAI,93.08,24,2019-05-21,1.351,0.944,0.945,0.247,10.7,High
PRJ0462,Railways,Municipal Corporation,41.9,36,2023-08-10,1.3,1.206,1.2,0.181,6.1,Medium
PRJ0463,Railways,CPWD,572.59,36,2019-12-16,0.792,0.738,0.686,0.258,10.2,Medium
PRJ0464,Irrigation,Indian Railways,19.2,12,2020-11-10,0.755,0.465,0.37,0.241,4.9,High
PRJ0465,Irrigation,NTPC,35.17,60,2020-11-17,1.153,0.85,0.781,0.273,24.0,High
PRJ0466,Roads & Highways,NHAI,37.94,60,2023-05-17,0.988,0.912,0.661,0.107,17.4,Medium
PRJ0467,Railways,Indian Railways,213.03,24,2019-08-27,0.516,0.359,0.289,0.298,9.2,High
PRJ0468,Roads & Highways,CPWD,344.22,48,2020-01-03,0.816,0.751,0.573,0.274,10.4,Medium
PRJ0469,Railways,NHAI,89.64,24,2019-06-06,0.522,0.427,0.33,0.281,4.4,Medium
PRJ0470,Roads & Highways,Indian Railways,72.06,24,2020-03-17,1.194,0.88,0.65,0.324,14.2,High
PRJ0471,Railways,NTPC,37.71,18,2019-05-26,1.264,1.127,0.908,0.199,5.5,Medium
PRJ0472,Roads & Highways,State PWD,87.56,18,2023-09-10,1.112,0.933,0.94,0.064,3.2,Medium
PRJ0473,Power,Indian Railways,46.65,18,2023-09-27,0.789,0.628,0.517,0.267,6.0,High
PRJ0474,Roads & Highways,Municipal Corporation,139.01,48,2020-09-07,0.777,0.73,0.604,0.221,10.4,Medium
PRJ0475,Irrigation,CPWD,29.61,24,2022-04-27,0.795,0.716,0.59,0.211,4.9,Medium
PRJ0476,Roads & Highways,CPWD,93.38,24,2020-01-03,0.621,0.559,0.485,0.088,0.1,Low
PRJ0477,Urban Infrastructure,Indian Railways,420.34,18,2021-03-15,0.436,0.297,0.208,0.252,5.7,Medium
PRJ0478,Urban Infrastructure,Indian Railways,14.79,18,2022-08-03,0.96,0.857,0.831,0.138,3.7,Medium
PRJ0479,Railways,Municipal Corporation,29.12,48,2019-08-03,0.661,0.612,0.556,0.222,9.2,Medium
PRJ0480,Power,CPWD,3.94,18,2023-03-13,0.393,0.292,0.274,0.22,2.8,Medium
PRJ0481,Irrigation,State PWD,603.36,18,2020-01-17,0.346,0.252,0.226,0.339,4.4,Medium
PRJ0482,Power,CPWD,143.78,18,2022-06-07,0.512,0.326,0.289,0.264,5.9,Medium
PRJ0483,Roads & Highways,Municipal Corporation,170.1,48,2021-11-14,0.437,0.283,0.27,0.206,8.3,Medium
PRJ0484,Power,NHAI,18.01,36,2021-05-31,0.882,0.647,0.57,0.259,11.9,Medium
PRJ0485,Urban Infrastructure,State PWD,63.8,48,2022-09-11,1.186,0.776,0.562,0.147,26.9,High
PRJ0486,Roads & Highways,NHAI,140.86,36,2023-02-14,1.249,0.907,0.906,0.164,12.2,Medium
PRJ0487,Power,Indian Railways,14.85,18,2020-05-21,0.803,0.635,0.618,0.262,4.1,Medium
PRJ0488,Urban Infrastructure,Indian Railways,325.35,18,2021-06-27,1.146,0.716,0.646,0.349,8.1,High
PRJ0489,Railways,NHAI,311.6,48,2020-09-15,1.019,0.754,0.691,0.252,18.2,High
PRJ0490,Urban Infrastructure,NHAI,85.98,60,2023-10-13,1.252,1.052,0.994,0.225,14.4,Medium
PRJ0491,Irrigation,CPWD,324.76,18,2020-07-26,1.317,0.82,0.713,0.37,11.0,High
PRJ0492,Irrigation,NTPC,126.78,18,2023-03-14,0.915,0.738,0.542,0.347,4.9,High
PRJ0493,Railways,State PWD,176.51,18,2019-03-05,1.121,1.032,0.78,0.284,5.1,Medium
PRJ0494,Urban Infrastructure,State PWD,65.55,18,2020-07-23,1.229,0.972,0.908,0.113,4.7,Medium
PRJ0495,Urban Infrastructure,State PWD,14.03,36,2023-08-27,1.395,1.088,0.858,0.21,19.7,High
PRJ0496,Irrigation,NTPC,44.18,18,2022-10-16,0.768,0.635,0.449,0.246,5.9,Medium
